Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,9-Nov-25,Fighting Clams,5,Yacht Flippers,2,Division 9A,Division 9A,REG
,9-Nov-25,Gremlins Hockey,2,Rainier Reindeers HC-9,1,Division 9A,Division 9A,REG
,9-Nov-25,Spicy Kittens,0,Mighty Moose,2,Division 9B,Division 9B,REG
,9-Nov-25,Dumb Pucks,6,Mighty Boosh,4,Division 6B,Division 6B,REG
,9-Nov-25,Frozen Assets,4,Beer Dragons,0,Division 9B,Division 9B,REG
,10-Nov-25,Squids,7,Fossils,4,Division 6A,Division 6A,REG
,10-Nov-25,Dirty Couch Hockey Club,2,Jokres,5,Division 6B,Division 6B,REG
,10-Nov-25,Top Cheddar,1,BSOD,5,Division 5A,Division 5A,REG
,10-Nov-25,Skeletons,4,DevilFish,1,Division 4C,Division 4C,REG
,10-Nov-25,Wranglers,5,Trash Pandas Garbage Legacy,1,Division 6D,Division 6D,REG
,10-Nov-25,Night Owls,2,Mighty Mallards,1,Division 4B,Division 4B,REG
,10-Nov-25,Coconut Corgis,4,Maple Bars,7,Division 4A,Division 4A,REG
,10-Nov-25,Schilling Cider,7,Kraken Up,3,Division 4B,Division 4B,REG
,10-Nov-25,Mudflaps,5,Barrel Aged Brewzers,11,Division 6D,Division 6D,REG
,10-Nov-25,Not Sure 5A,2,Hooligans,9,Division 5A,Division 5A,REG
,10-Nov-25,Flying Monkeys,2,Brewzers OGB,2,Division 6A,Division 6A,REG
,10-Nov-25,Roughnecks - Game Theory,3,Renegades,1,Division 5B,Division 5B,REG
,10-Nov-25,Highlanders,5,Monarchs 5D,5,Division 5D,Division 5D,REG
,10-Nov-25,Trash Pandas 5B,2,Dumpster Fire,2,Division 5B,Division 5B,REG
,11-Nov-25,Steelhead,3,Skateful Dead,5,Division 4A,Division 4A,REG
,11-Nov-25,Grey Dust Bunnies,3,Sirens,6,Women''s Division Fall 2025,Women's Division Fall 2025,REG
,11-Nov-25,PussyCats,5,Midnight Twist,2,Division 6A,Division 6A,REG
,11-Nov-25,Red Hots,1,Rink Flamingos,3,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,11-Nov-25,40+ Advanced Bakers Dozen,7,40+ Advanced Road Apples,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,11-Nov-25,40+ Advanced Puck Hogs,2,40+ Advanced Falk,5,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,11-Nov-25,Breakers,4,Booze Hounds,1,Division 3B,Division 3B,REG
,11-Nov-25,Blue Footed Bloobies,4,Black Sheesh,4,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,11-Nov-25,Moose Knuckle,5,Ice-O-Topes,1,Division 5A,Division 5A,REG
,11-Nov-25,Pineapple Express,0,White Yetis,5,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,11-Nov-25,40+ Advanced Gritty Pylons,8,40+ Advanced 40 Proof,2,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,12-Nov-25,40+ Puck Dynasty,8,40+ Carl''s Seniors,1,40+ Fall 2025,40+ Fall 2025,REG
,12-Nov-25,40+ Elder Skatesmen,4,40+ Coldtimers,4,40+ Fall 2025,40+ Fall 2025,REG
,12-Nov-25,Mavericks,0,Koronis Motors,4,Division 2A+2B,Division 2A+2B,REG
,12-Nov-25,Bar Down Transportation,4,The Herd,11,Division 3A,Division 3A,REG
,12-Nov-25,40+ Rough Draft,5,40+ Red Flags,1,40+ Fall 2025,40+ Fall 2025,REG
,12-Nov-25,MMHC,6,Shockers,2,Division 3B,Division 3B,REG
,12-Nov-25,40+ Mid-Ice Crisis,4,40+ Gritty Pylons,6,40+ Fall 2025,40+ Fall 2025,REG
,12-Nov-25,Wolves,7,Dead Rabbits,4,Division 4C,Division 4C,REG
,12-Nov-25,Puget Sound Pigeons,1,Red Dog,9,Division 3A,Division 2A+2B,REG
,12-Nov-25,LLUA,8,Edible Arrangements,4,Division 4C,Division 4C,REG
,12-Nov-25,Greasy Weasels,3,Buck Wild,4,Division 4B,Division 4B,REG
,12-Nov-25,40+ Geri Hat Tricks,2,40+ Assisted Living,10,40+ Fall 2025,40+ Fall 2025,REG
,12-Nov-25,Goal Diggers,4,Chinooks,5,Division 4A,Division 4A,REG
,13-Nov-25,ALTP,4,NW Stars,5,Division 1A,Division 1A,REG
,13-Nov-25,Eagles,1,Rhinos,6,Division 3A,Division 3A,REG
,13-Nov-25,Falcons,7,ESB,3,Division 1A,Division 1A,REG
,13-Nov-25,Bombers,3,Sabercats,2,Division 3B,Division 3B,REG
,13-Nov-25,Puckbuddies,6,Sasquatch,3,Division 3B,Division 3B,REG
,13-Nov-25,Mustangs,2,Seattle Supernova,3,Division 1A,Division 1A,REG
,13-Nov-25,Northwest Crabs,6,Chiefs,1,Division 2A+2B,Division 2A+2B,REG
,13-Nov-25,Pheasants,6,The Mighty Geoducks,4,Division 2A+2B,Division 2A+2B,REG
,13-Nov-25,Pull Tab Bandits,3,The Brigade,3,Division 2A+2B,Division 2A+2B,REG
,15-Nov-25,Los Tigres,9,BLU Bombers,2,Division 7C,Division 7C,REG
,15-Nov-25,Quacken,7,Seattle Dogs,1,Division 7C,Division 7C,REG
,15-Nov-25,LKI,5,Pond Pigeons,2,Division 7C,Division 7C,REG
,16-Nov-25,Black Katz,3,Lumberjacks,3,Division 5D,Division 5D,REG
,16-Nov-25,Wranglers,3,Mudflaps,3,Division 6D,Division 6D,REG
,16-Nov-25,Trash Pandas Garbage Legacy,5,Raiders,1,Division 6D,Division 6D,REG
,16-Nov-25,Beer Dragons,3,Purple Puck Eaters,1,Division 9B,Division 9B,REG
,16-Nov-25,Fighting Clams,4,Khaos,3,Division 9A,Division 9A,REG
,16-Nov-25,Purple Reign,1,Frozen Assets,3,Division 9B,Division 9B,REG
,16-Nov-25,Orcas,3,Blackouts,2,Division 8A,Division 8A,REG
,16-Nov-25,Greenhorns,4,Real Bacon,1,Division 6C,Division 6C,REG
,16-Nov-25,Chucklepucks,2,Cascadians HC,7,Division 7A,Division 7A,REG
,16-Nov-25,Hungry Hatchlings,0,SEA Cucumbers,3,Division 8B,Division 8B,REG
,16-Nov-25,Glow Sticks,5,Scrooge McPuck,0,Division 8A,Division 8A,REG
,16-Nov-25,Dumb Pucks,5,Jokres,3,Division 6B,Division 6B,REG
,16-Nov-25,Mighty Boosh,1,Rainier Reindeer HC-6B,9,Division 6B,Division 6B,REG
,16-Nov-25,Spittin'' Llamas,6,Sockeyes Div 8,2,Division 8A,Division 8A,REG
,16-Nov-25,Bandits,2,Hampton West Hockey Club,4,Division 7B,Division 7B,REG
,16-Nov-25,Yacht Flippers,1,Rainier Reindeers HC-9,3,Division 9A,Division 9A,REG
,16-Nov-25,Toe Dragons,4,Seal Team Sticks,6,Division 8B,Division 8B,REG
,16-Nov-25,Midnight Twist,1,Fossils,1,Division 6A,Division 6A,REG
,16-Nov-25,Hackers,3,Monarchs 6C,6,Division 6C,Division 6C,REG
,16-Nov-25,Fluffy Bunnies,2,Iced Awesome,2,Division 7B,Division 7B,REG
,16-Nov-25,Penalty Boxers,3,Ice Breakers,9,Division 10A,Division 10A,REG
,16-Nov-25,Trash Pandas 7 Landis,1,Not Sure 7A,2,Division 7A,Division 7A,REG
,16-Nov-25,Rainiers,2,Arctic Foxes,1,Division 8B,Division 8B,REG
,16-Nov-25,Seattle Freeze,6,Seals Lower,2,Division 7A,Division 7A,REG
,16-Nov-25,Spicy Kittens,2,Tropical Punchers,2,Division 9B,Division 9B,REG
,16-Nov-25,Gremlins Hockey,0,Blackbirds,4,Division 9A,Division 9A,REG
,16-Nov-25,Red Zeppelin,7,Doom Clouds,2,Division 10A,Division 10A,REG
,16-Nov-25,Birrds,3,Roughnecks Mobile Infantry,4,Division 7B,Division 7B,REG
,16-Nov-25,Orange Crush,6,Mighty Moose,8,Division 9B,Division 9B,REG
,16-Nov-25,Coyotes,2,Honey Badgers,4,Division 6C,Division 6C,REG
,17-Nov-25,LLUA,5,Wolves,2,Division 4C,Division 4C,REG
,17-Nov-25,Icemen,0,Dirty Couch Hockey Club,7,Division 6B,Division 6B,REG
,17-Nov-25,Steelhead,3,Goal Diggers,3,Division 4A,Division 4A,REG
,17-Nov-25,Moose Knuckle,2,Top Cheddar,1,Division 5A,Division 5A,REG
,17-Nov-25,Piranhas,2,WKUP-5,6,Division 5C,Division 5C,REG
,17-Nov-25,Brewzers OGB,3,Squids,6,Division 6A,Division 6A,REG
,17-Nov-25,Dumpster Fire,9,Seagulls,6,Division 5B,Division 5B,REG
,17-Nov-25,Seals 5D,2,Monarchs 5D,3,Division 5D,Division 5D,REG
,17-Nov-25,Ice-O-Topes,0,Hooligans,3,Division 5A,Division 5A,REG
,17-Nov-25,PussyCats,2,Flying Monkeys,4,Division 6A,Division 6A,REG
,17-Nov-25,Bullets,0,Stingers,5,Division 5C,Division 5C,REG
,17-Nov-25,Renegades,7,Reapers,6,Division 5B,Division 5B,REG
,17-Nov-25,Blades,7,Barrel Aged Brewzers,6,Division 6D,Division 6D,REG
,17-Nov-25,Dead Rabbits,6,Skeletons,3,Division 4C,Division 4C,REG
,17-Nov-25,Gamblers,4,Yetis,2,Division 5C,Division 5C,REG
,18-Nov-25,Pineapple Express,6,Blue Footed Bloobies,8,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,18-Nov-25,BSOD,7,Not Sure 5A,2,Division 5A,Division 5A,REG
,18-Nov-25,Edible Arrangements,2,DevilFish,1,Division 4C,Division 4C,REG
,18-Nov-25,Roughnecks - Game Theory,5,Trash Pandas 5B,1,Division 5B,Division 5B,REG
,18-Nov-25,40+ Advanced Puck Hogs,3,40+ Advanced Bakers Dozen,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,18-Nov-25,Red Hots,2,White Yetis,5,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,18-Nov-25,Grey Dust Bunnies,4,Black Sheesh,4,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,18-Nov-25,Coconut Corgis,1,Chinooks,6,Division 4A,Division 4A,REG
,18-Nov-25,40+ Advanced Falk,5,40+ Advanced 40 Proof,10,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,18-Nov-25,Booze Hounds,10,Shockers,1,Division 3B,Division 3B,REG
,18-Nov-25,Puckbuddies,5,Bombers,6,Division 3B,Division 3B,REG
,18-Nov-25,40+ Advanced Gritty Pylons,3,40+ Advanced Road Apples,6,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,18-Nov-25,Rink Flamingos,0,Sirens,3,Women''s Division Fall 2025,Women's Division Fall 2025,REG
,19-Nov-25,Buck Wild,6,Schilling Cider,6,Division 4B,Division 4B,REG
,19-Nov-25,Koronis Motors,4,Chiefs,2,Division 2A+2B,Division 2A+2B,REG
,19-Nov-25,40+ Geri Hat Tricks,1,40+ Mid-Ice Crisis,3,40+ Fall 2025,40+ Fall 2025,REG
,19-Nov-25,Breakers,2,Sasquatch,5,Division 3B,Division 3B,REG
,19-Nov-25,Night Owls,2,Greasy Weasels,1,Division 4B,Division 4B,REG
,19-Nov-25,40+ Gritty Pylons,1,40+ Rough Draft,4,40+ Fall 2025,40+ Fall 2025,REG
,19-Nov-25,Skateful Dead,2,Maple Bars,3,Division 4A,Division 4A,REG
,19-Nov-25,Bar Down Transportation,5,Puget Sound Pigeons,3,Division 3A,Division 3A,REG
,19-Nov-25,40+ Elder Skatesmen,5,40+ Red Flags,3,40+ Fall 2025,40+ Fall 2025,REG
,19-Nov-25,MMHC,2,Sabercats,4,Division 3B,Division 3B,REG
,19-Nov-25,Mighty Mallards,4,Kraken Up,5,Division 4B,Division 4B,REG
,19-Nov-25,40+ Carl''s Seniors,5,40+ Coldtimers,4,40+ Fall 2025,40+ Fall 2025,REG
,19-Nov-25,40+ Puck Dynasty,0,40+ Assisted Living,1,40+ Fall 2025,40+ Fall 2025,REG
,20-Nov-25,Pheasants,3,Red Dog,6,Division 2A+2B,Division 2A+2B,REG
,20-Nov-25,ESB,1,Seattle Supernova,3,Division 1A,Division 1A,REG
,20-Nov-25,ALTP,5,Mustangs,5,Division 1A,Division 1A,REG
,20-Nov-25,Highlanders,2,Alpuckas,4,Division 5D,Division 5D,REG
,20-Nov-25,Mavericks,3,The Mighty Geoducks,4,Division 2A+2B,Division 2A+2B,REG
,20-Nov-25,Northwest Crabs,7,The Brigade,7,Division 2A+2B,Division 2A+2B,REG
,20-Nov-25,Falcons,11,NW Stars,6,Division 1A,Division 1A,REG
,20-Nov-25,The Herd,2,Rhinos,9,Division 3A,Division 3A,REG
,20-Nov-25,Pull Tab Bandits,6,Eagles,2,Division 2A+2B,Division 3A,REG
,21-Nov-25,Real Bacon,4,Monarchs 6C,2,Division 6C,Division 6C,REG
,22-Nov-25,Seattle Freeze,,Not Sure 7A,,Division 7A,Division 7A,
,22-Nov-25,Roughnecks Mobile Infantry,,Iced Awesome,,Division 7B,Division 7B,
,23-Nov-25,Glow Sticks,2,Blackouts,1,Division 8A,Division 8A,REG
,23-Nov-25,LKI,8,BLU Bombers,4,Division 7C,Division 7C,REG
,23-Nov-25,Gamblers,4,Stingers,6,Division 5C,Division 5C,REG
,23-Nov-25,Spittin'' Llamas,2,Orcas,4,Division 8A,Division 8A,REG
,23-Nov-25,Seattle Dogs,2,Pond Pigeons,3,Division 7C,Division 7C,REG
,23-Nov-25,Birrds,3,Bandits,5,Division 7B,Division 7B,REG
,23-Nov-25,Rainier Reindeer HC-6B,3,Jokres,4,Division 6B,Division 6B,REG
,23-Nov-25,Mighty Boosh,4,Icemen,0,Division 6B,Division 6B,REG
,23-Nov-25,Penalty Boxers,0,Red Zeppelin,4,Division 10A,Division 10A,REG
,23-Nov-25,Yacht Flippers,1,Gremlins Hockey,0,Division 9A,Division 9A,REG
,23-Nov-25,Tropical Punchers,5,Purple Puck Eaters,2,Division 9B,Division 9B,REG
,23-Nov-25,Raiders,5,Mudflaps,2,Division 6D,Division 6D,REG
,23-Nov-25,Rainier Reindeers HC-9,3,Khaos,6,Division 9A,Division 9A,REG
,23-Nov-25,Coyotes,6,Hackers,0,Division 6C,Division 6C,REG
,23-Nov-25,DevilFish,4,Wolves,2,Division 4C,Division 4C,REG
,23-Nov-25,Seals Lower,5,Chucklepucks,2,Division 7A,Division 7A,REG
,23-Nov-25,Ice Breakers,2,Doom Clouds,3,Division 10A,Division 10A,REG
,23-Nov-25,Seal Team Sticks,10,SEA Cucumbers,2,Division 8B,Division 8B,REG
,23-Nov-25,Toe Dragons,3,Rainiers,1,Division 8B,Division 8B,REG
,23-Nov-25,Monarchs 5D,3,Lumberjacks,12,Division 5D,Division 5D,REG
,23-Nov-25,Orange Crush,3,Spicy Kittens,2,Division 9B,Division 9B,REG
,23-Nov-25,Trash Pandas Garbage Legacy,6,Blades,3,Division 6D,Division 6D,REG
,23-Nov-25,Cascadians HC,5,Trash Pandas 7 Landis,0,Division 7A,Division 7A,REG
,23-Nov-25,Yetis,2,WKUP-5,5,Division 5C,Division 5C,REG
,23-Nov-25,Hungry Hatchlings,1,Arctic Foxes,3,Division 8B,Division 8B,REG
,23-Nov-25,Sockeyes Div 8,0,Scrooge McPuck,3,Division 8A,Division 8A,REG
,23-Nov-25,Purple Reign,8,Beer Dragons,1,Division 9B,Division 9B,REG
,23-Nov-25,Quacken,5,Los Tigres,4,Division 7C,Division 7C,REG
,23-Nov-25,Fossils,6,Flying Monkeys,3,Division 6A,Division 6A,REG
,23-Nov-25,Fighting Clams,0,Blackbirds,1,Division 9A,Division 9A,REG
,23-Nov-25,Midnight Twist,1,Squids,3,Division 6A,Division 6A,REG
,23-Nov-25,Fluffy Bunnies,2,Hampton West Hockey Club,2,Division 7B,Division 7B,REG
,24-Nov-25,Reapers,3,Dumpster Fire,7,Division 5B,Division 5B,REG
,24-Nov-25,Dead Rabbits,2,LLUA,5,Division 4C,Division 4C,REG
,24-Nov-25,Northwest Crabs,10,The Brigade,4,Division 2A+2B,Division 2A+2B,REG
,24-Nov-25,Maple Bars,6,Goal Diggers,2,Division 4A,Division 4A,REG
,24-Nov-25,PussyCats,4,Brewzers OGB,6,Division 6A,Division 6A,REG
,24-Nov-25,Ice-O-Topes,1,Hooligans,8,Division 5A,Division 5A,REG
,24-Nov-25,Skateful Dead,4,Coconut Corgis,4,Division 4A,Division 4A,REG
,24-Nov-25,Edible Arrangements,6,Skeletons,0,Division 4C,Division 4C,REG
,24-Nov-25,Kraken Up,2,Greasy Weasels,4,Division 4B,Division 4B,REG
,24-Nov-25,Mighty Mallards,5,Schilling Cider,1,Division 4B,Division 4B,REG
,24-Nov-25,Dumb Pucks,5,Dirty Couch Hockey Club,6,Division 6B,Division 6B,REG
,24-Nov-25,Night Owls,4,Buck Wild,5,Division 4B,Division 4B,REG
,24-Nov-25,Seagulls,4,Trash Pandas 5B,4,Division 5B,Division 5B,REG
,24-Nov-25,Roughnecks - Game Theory,1,Renegades,0,Division 5B,Division 5B,REG
,25-Nov-25,Sirens,3,White Yetis,3,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,25-Nov-25,40+ Advanced Falk,6,40+ Advanced Gritty Pylons,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,25-Nov-25,Chinooks,1,Steelhead,2,Division 4A,Division 4A,REG
,25-Nov-25,40+ Advanced 40 Proof,4,40+ Advanced Bakers Dozen,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,25-Nov-25,Rink Flamingos,1,Black Sheesh,3,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,25-Nov-25,Eagles,3,Sabercats,1,Division 3A,Division 3B,REG
,25-Nov-25,Blue Footed Bloobies,3,Grey Dust Bunnies,0,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,25-Nov-25,NW Stars,,ESB,,Division 1A,Division 1A,
,25-Nov-25,40+ Advanced Road Apples,4,40+ Advanced Puck Hogs,5,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,25-Nov-25,Black Katz,2,Alpuckas,4,Division 5D,Division 5D,REG
,25-Nov-25,The Mighty Geoducks,7,Chiefs,10,Division 2A+2B,Division 2A+2B,REG
,25-Nov-25,Red Hots,2,Pineapple Express,5,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,25-Nov-25,BSOD,4,Top Cheddar,0,Division 5A,Division 5A,REG
,30-Nov-25,Blackouts,2,Spittin'' Llamas,3,Division 8A,Division 8A,REG
,30-Nov-25,Seal Team Sticks,0,Hungry Hatchlings,1,Division 8B,Division 8B,REG
,30-Nov-25,Sockeyes Div 8,4,Glow Sticks,4,Division 8A,Division 8A,REG
,30-Nov-25,Rainier Reindeer HC-6B,7,Dumb Pucks,5,Division 6B,Division 6B,REG
,30-Nov-25,Seattle Freeze,4,Cascadians HC,4,Division 7A,Division 7A,REG
,30-Nov-25,Mighty Moose,1,Purple Reign,2,Division 9B,Division 9B,REG
,30-Nov-25,Greenhorns,3,Coyotes,4,Division 6C,Division 6C,REG
,30-Nov-25,Red Zeppelin,6,Doom Clouds,2,Division 10A,Division 10A,REG
,30-Nov-25,Purple Puck Eaters,4,Orange Crush,11,Division 9B,Division 9B,REG
,30-Nov-25,Tropical Punchers,3,Beer Dragons,5,Division 9B,Division 9B,REG
,30-Nov-25,Frozen Assets,3,Spicy Kittens,1,Division 9B,Division 9B,REG
,30-Nov-25,SEA Cucumbers,0,Rainiers,4,Division 8B,Division 8B,REG
,30-Nov-25,Roughnecks Mobile Infantry,0,Fluffy Bunnies,3,Division 7B,Division 7B,REG
,30-Nov-25,Arctic Foxes,4,Toe Dragons,3,Division 8B,Division 8B,REG
,30-Nov-25,Ice Breakers,1,Penalty Boxers,4,Division 10A,Division 10A,REG
,30-Nov-25,Seals Lower,2,Trash Pandas 7 Landis,8,Division 7A,Division 7A,REG
,30-Nov-25,Rainier Reindeers HC-9,6,Fighting Clams,1,Division 9A,Division 9A,REG
,30-Nov-25,Monarchs 6C,4,Honey Badgers,6,Division 6C,Division 6C,REG
,30-Nov-25,Not Sure 7A,2,Chucklepucks,2,Division 7A,Division 7A,REG
,30-Nov-25,Iced Awesome,0,Hampton West Hockey Club,2,Division 7B,Division 7B,REG
,30-Nov-25,Dirty Couch Hockey Club,3,Mighty Boosh,3,Division 6B,Division 6B,REG
,30-Nov-25,Birrds,7,Bandits,2,Division 7B,Division 7B,REG
,30-Nov-25,Mudflaps,1,Blades,5,Division 6D,Division 6D,REG
,30-Nov-25,BLU Bombers,11,Quacken,4,Division 7C,Division 7C,REG
,30-Nov-25,Blackbirds,0,Yacht Flippers,2,Division 9A,Division 9A,REG
,30-Nov-25,Flying Monkeys,2,Squids,3,Division 6A,Division 6A,REG
,30-Nov-25,Dumpster Fire,4,Roughnecks - Game Theory,6,Division 5B,Division 5B,REG
,30-Nov-25,Scrooge McPuck,2,Orcas,5,Division 8A,Division 8A,REG
,30-Nov-25,Trash Pandas Garbage Legacy,2,Barrel Aged Brewzers,4,Division 6D,Division 6D,REG
,30-Nov-25,Seattle Dogs,3,LKI,9,Division 7C,Division 7C,REG
,30-Nov-25,Pond Pigeons,1,Los Tigres,5,Division 7C,Division 7C,REG
,30-Nov-25,Raiders,5,Wranglers,4,Division 6D,Division 6D,REG
,30-Nov-25,Yetis,5,Piranhas,0,Division 5C,Division 5C,REG
,30-Nov-25,WKUP-5,4,Stingers,1,Division 5C,Division 5C,REG
,30-Nov-25,Khaos,8,Gremlins Hockey,4,Division 9A,Division 9A,REG
,30-Nov-25,Real Bacon,3,Hackers,4,Division 6C,Division 6C,REG
,1-Dec-25,Pineapple Express,2,Rink Flamingos,2,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,1-Dec-25,Gamblers,7,Bullets,3,Division 5C,Division 5C,REG
,1-Dec-25,Edible Arrangements,4,Dead Rabbits,4,Division 4C,Division 4C,REG
,1-Dec-25,Fossils,7,PussyCats,2,Division 6A,Division 6A,REG
,1-Dec-25,Wolves,8,Skeletons,5,Division 4C,Division 4C,REG
,1-Dec-25,Monarchs 5D,5,Black Katz,5,Division 5D,Division 5D,REG
,1-Dec-25,Ice-O-Topes,1,Not Sure 5A,3,Division 5A,Division 5A,REG
,1-Dec-25,DevilFish,3,LLUA,1,Division 4C,Division 4C,REG
,1-Dec-25,BSOD,0,Moose Knuckle,4,Division 5A,Division 5A,REG
,1-Dec-25,Alpuckas,7,Seals 5D,3,Division 5D,Division 5D,REG
,1-Dec-25,Hooligans,6,Top Cheddar,1,Division 5A,Division 5A,REG
,1-Dec-25,Brewzers OGB,1,Midnight Twist,6,Division 6A,Division 6A,REG
,1-Dec-25,Jokres,4,Icemen,3,Division 6B,Division 6B,REG
,1-Dec-25,Maple Bars,2,Steelhead,5,Division 4A,Division 4A,REG
,1-Dec-25,Reapers,3,Trash Pandas 5B,3,Division 5B,Division 5B,REG
,2-Dec-25,Breakers,4,Puckbuddies,6,Division 3B,Division 3B,REG
,2-Dec-25,Skateful Dead,2,Chinooks,4,Division 4A,Division 4A,REG
,2-Dec-25,Goal Diggers,3,Coconut Corgis,5,Division 4A,Division 4A,REG
,2-Dec-25,Kraken Up,4,Night Owls,4,Division 4B,Division 4B,REG
,2-Dec-25,Buck Wild,3,Mighty Mallards,4,Division 4B,Division 4B,REG
,3-Dec-25,Shockers,1,Sasquatch,7,Division 3B,Division 3B,REG
,3-Dec-25,Rhinos,3,Puget Sound Pigeons,7,Division 3A,Division 3A,REG
,3-Dec-25,The Herd,4,Eagles,6,Division 3A,Division 3A,REG
,3-Dec-25,Mavericks,2,Red Dog,3,Division 2A+2B,Division 2A+2B,REG
,3-Dec-25,Koronis Motors,4,The Brigade,3,Division 2A+2B,Division 2A+2B,REG
,3-Dec-25,Bar Down Transportation,9,Pheasants,4,Division 3A,Division 2A+2B,REG
,3-Dec-25,Greasy Weasels,0,Schilling Cider,3,Division 4B,Division 4B,REG
,4-Dec-25,Chiefs,3,The Mighty Geoducks,7,Division 2A+2B,Division 2A+2B,REG
,4-Dec-25,Falcons,6,ALTP,6,Division 1A,Division 1A,REG
,4-Dec-25,Northwest Crabs,10,Pull Tab Bandits,2,Division 2A+2B,Division 2A+2B,REG
,4-Dec-25,Renegades,8,Seagulls,1,Division 5B,Division 5B,REG
,4-Dec-25,Lumberjacks,2,Highlanders,3,Division 5D,Division 5D,REG
,4-Dec-25,Bombers,4,MMHC,4,Division 3B,Division 3B,REG
,4-Dec-25,Booze Hounds,0,Sabercats,1,Division 3B,Division 3B,REG
,4-Dec-25,ESB,4,Mustangs,1,Division 1A,Division 1A,REG
,4-Dec-25,Seattle Supernova,4,NW Stars,4,Division 1A,Division 1A,REG
,5-Dec-25,Honey Badgers,7,Hackers,3,Division 6C,Division 6C,REG
,6-Dec-25,Hampton West Hockey Club,3,Birrds,5,Division 7B,Division 7B,REG
,6-Dec-25,Chucklepucks,3,Trash Pandas 7 Landis,3,Division 7A,Division 7A,REG
,6-Dec-25,Bandits,6,Fluffy Bunnies,3,Division 7B,Division 7B,REG
,6-Dec-25,Cascadians HC,0,Seals Lower,11,Division 7A,Division 7A,REG
,7-Dec-25,Not Sure 7A,2,Seattle Freeze,2,Division 7A,Division 7A,REG
,7-Dec-25,Real Bacon,1,Coyotes,1,Division 6C,Division 6C,REG
,7-Dec-25,Seattle Dogs,6,BLU Bombers,4,Division 7C,Division 7C,REG
,7-Dec-25,Lumberjacks,1,Seals 5D,3,Division 5D,Division 5D,REG
,7-Dec-25,Flying Monkeys,5,Midnight Twist,5,Division 6A,Division 6A,REG
,7-Dec-25,Reapers,3,Roughnecks - Game Theory,4,Division 5B,Division 5B,REG
,7-Dec-25,Rainier Reindeers HC-9,0,Blackbirds,4,Division 9A,Division 9A,REG
,7-Dec-25,Doom Clouds,5,Penalty Boxers,2,Division 10A,Division 10A,REG
,7-Dec-25,Icemen,2,Dumb Pucks,7,Division 6B,Division 6B,REG
,7-Dec-25,Monarchs 6C,7,Greenhorns,2,Division 6C,Division 6C,REG
,7-Dec-25,SEA Cucumbers,2,Toe Dragons,1,Division 8B,Division 8B,REG
,7-Dec-25,Orcas,3,Glow Sticks,3,Division 8A,Division 8A,REG
,7-Dec-25,Los Tigres,7,LKI,0,Division 7C,Division 7C,REG
,7-Dec-25,Rainiers,5,Hungry Hatchlings,3,Division 8B,Division 8B,REG
,7-Dec-25,Mighty Moose,5,Tropical Punchers,0,Division 9B,Division 9B,REG
,7-Dec-25,Seal Team Sticks,,Arctic Foxes,,Division 8B,Division 8B,
,7-Dec-25,Gremlins Hockey,3,Fighting Clams,0,Division 9A,Division 9A,REG
,7-Dec-25,Red Zeppelin,3,Ice Breakers,1,Division 10A,Division 10A,REG
,7-Dec-25,Pond Pigeons,1,Quacken,7,Division 7C,Division 7C,REG
,7-Dec-25,Iced Awesome,6,Roughnecks Mobile Infantry,4,Division 7B,Division 7B,REG
,7-Dec-25,Scrooge McPuck,4,Spittin'' Llamas,1,Division 8A,Division 8A,REG
,7-Dec-25,Sockeyes Div 8,,Blackouts,,Division 8A,Division 8A,
,7-Dec-25,Frozen Assets,10,Purple Puck Eaters,2,Division 9B,Division 9B,REG
,7-Dec-25,Jokres,,Mighty Boosh,,Division 6B,Division 6B,
,7-Dec-25,Spicy Kittens,0,Purple Reign,2,Division 9B,Division 9B,REG
,7-Dec-25,Khaos,4,Yacht Flippers,2,Division 9A,Division 9A,REG
,7-Dec-25,Beer Dragons,1,Orange Crush,3,Division 9B,Division 9B,REG
,8-Dec-25,Trash Pandas 5B,5,Seagulls,4,Division 5B,Division 5B,REG
,8-Dec-25,Stingers,8,Piranhas,1,Division 5C,Division 5C,REG
,8-Dec-25,Blades,6,Wranglers,2,Division 6D,Division 6D,REG
